gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000001062	1129.342361538607	-2.553908008094388e-4	0.008187729622597579	0.5446503835726432	0.9999567909085414
ENSMUSG00000001065	564.8466293636964	-1.9553366767931278e-4	0.008191317172245504	0.5712031159058213	0.9999567909085414
ENSMUSG00000001076	22.662689248622954	-4.132281316796486e-5	0.008198352425431656	0.5204704657493213	0.9999567909085414
ENSMUSG00000001082	610.958217247794	-2.084682055296421e-4	0.00818630646701067	0.641857194630874	0.9999567909085414
ENSMUSG00000001089	6294.934140898486	-5.425779493273565e-4	0.008182660565625154	0.28744764838220166	0.9999567909085414
ENSMUSG00000001098	782.8057081148704	-3.33902890123729e-4	0.008187654381248332	0.4299294314757536	0.9999567909085414
ENSMUSG00000001100	3519.8888262714063	2.6766615815165893e-4	0.008181477901662626	0.6125653661096486	0.9999567909085414
ENSMUSG00000001103	262.4678483227399	5.017455786956145e-5	0.008193565727852818	0.8613242414555199	0.9999567909085414
ENSMUSG00000001105	1163.7156964671744	-4.7958936043492447e-4	0.00818938073654066	0.21686035446045562	0.9999567909085414
ENSMUSG00000001119	501.46130175920547	1.4541898665453476e-4	0.008194281550904618	0.5846909380793162	0.9999567909085414
ENSMUSG00000001120	2216.7129860550936	5.723919166920728e-4	0.008183044557283853	0.25600504230820387	0.9999567909085414
ENSMUSG00000001123	148.05393647071318	3.1209566673679e-5	0.008196002791210969	0.8798498038574036	0.9999567909085414
ENSMUSG00000001127	7252.537639663237	-1.6542635639696916e-4	0.008177462068898281	0.7780462949674829	0.9999567909085414
ENSMUSG00000001128	551.0129691566455	-1.0379277824803887e-5	0.008197467752225802	0.9393927730810879	0.9999567909085414
ENSMUSG00000001131	36.665268543645	-7.242202809483336e-6	0.008197412829428792	0.9586752179025113	0.9999567909085414
ENSMUSG00000001134	149.05966215793381	2.8376197394218484e-5	0.008195617215574704	0.8979364677123667	0.9999567909085414
ENSMUSG00000001138	2123.9950091825826	-7.994319672839775e-5	0.008191970955740462	0.8082856616793193	0.9999567909085414
ENSMUSG00000001143	1758.3344094901145	2.1099489962140303e-4	0.008191985838622521	0.5214475092144217	0.9999567909085414
ENSMUSG00000001150	2222.2170283241053	-3.352223750307752e-4	0.008181399999446216	0.5268649265098075	0.9999567909085414
ENSMUSG00000001151	2331.8902668930145	1.7163382720963558e-6	0.008191704506100878	0.9959244610349602	0.9999567909085414
ENSMUSG00000001156	1378.370252258423	2.890931265853338e-5	0.008184088635985335	0.952643854199499	0.9999567909085414
ENSMUSG00000001157	1589.485909815262	-2.045075020121235e-4	0.008180261086808823	0.7084510685658268	0.9999567909085414
ENSMUSG00000001158	1303.2309036802883	4.806982644740983e-4	0.008182550980942836	0.3476206423600922	0.9999567909085414
ENSMUSG00000001166	27.269147485557134	1.0513012755773939e-4	0.008197694867034411	0.38930598264548444	0.9999567909085414
ENSMUSG00000001173	3442.889462640994	1.2285731503633505e-5	0.008185954435950882	0.978437801333164	0.9999567909085414
ENSMUSG00000001175	76347.40505039605	-1.9388718002806373e-4	0.008181748158889649	0.7115751609851175	0.9999567909085414
ENSMUSG00000001211	11774.911030748674	5.6034704242362884e-5	0.008183301519245997	0.9107255042053144	0.9999567909085414
ENSMUSG00000001225	10.14179192307552	-3.6073512274441944e-6	0.008198240299898126	0.9627720671827145	0.9999567909085414
ENSMUSG00000001227	1674.7460863720603	-3.576307172689584e-4	0.008181075071953425	0.5035935298945413	0.9999567909085414
ENSMUSG00000001228	24.38980562857934	2.5565202986447326e-5	0.008197804784579803	0.8233306622549847	0.9999567909085414
ENSMUSG00000001229	2275.459473571739	-9.300739335294955e-5	0.008185350448939312	0.8415509792398094	0.9999567909085414
ENSMUSG00000001240	741.4362142169379	4.992402515366771e-4	0.008192264777521097	0.12116408187747443	0.9999567909085414
ENSMUSG00000001247	132.43171834667788	3.360642962114859e-5	0.008195018857244827	0.8897105109505288	0.9999567909085414
ENSMUSG00000001248	3286.3931000680454	-4.451956207706858e-4	0.008189635117432323	0.2450508983278292	0.9999567909085414
ENSMUSG00000001249	80.08127133083634	-9.121475559691337e-6	0.008196157009907947	0.9636703601570713	0.9999567909085414
ENSMUSG00000001260	1198.6739264211722	-1.2414742482124276e-4	0.008193015507403426	0.6814819153582484	0.9999567909085414
ENSMUSG00000001270	43771.87553595731	1.1566207835433626e-4	0.008181404630879782	0.8271451698458252	0.9999567909085414
ENSMUSG00000001280	2415.5172158414175	-5.753256829664155e-4	0.008179297019315223	0.3051175403553973	0.9999567909085414
ENSMUSG00000001281	132.58691734137582	2.7487413011717933e-4	0.008194645601374008	0.28037073156734693	0.9999567909085414
ENSMUSG00000001285	686.8394071825139	1.803367268170839e-4	0.0081913536320103	0.6005724474830927	0.9999567909085414
ENSMUSG00000001288	377.8285752886702	-1.579976002663632e-4	0.008191478637236786	0.6435674316175661	0.9999567909085414
ENSMUSG00000001289	2880.851138211737	-2.2243536208021213e-4	0.008187285135860525	0.6050190235527027	0.9999567909085414
ENSMUSG00000001300	990.1879197864263	-2.426055108672027e-4	0.008185801162898495	0.5957525518113708	0.9999567909085414
ENSMUSG00000001305	315.184572486561	1.839222251181129e-4	0.008192278384132268	0.5675899651655666	0.9999567909085414
ENSMUSG00000001313	2813.9398388641703	1.8190939217091253e-4	0.00818559888378719	0.6930660757553515	0.9999567909085414
ENSMUSG00000001323	1971.6249103622745	-8.929091411091092e-5	0.00819301013742819	0.7679467048458274	0.9999567909085414
ENSMUSG00000001333	7.7513082648547655	-1.077054631660374e-5	0.008198314733104834	0.8758534665842928	0.9999567909085414
ENSMUSG00000001334	5029.072470469327	3.6765739639992956e-4	0.008177306847350255	0.532515720811142	0.9999567909085414
ENSMUSG00000001348	7.5900324762353115	6.208596560986274e-5	0.008198358767554034	0.32813069598003985	0.9999567909085414
ENSMUSG00000001349	8.564318848382253	1.2060993469442803e-5	0.00819827954835456	0.868780390655516	0.9999567909085414
ENSMUSG00000001366	3905.932317389635	-1.903162662222844e-4	0.008179487867692875	0.733164663190089	0.9999567909085414
ENSMUSG00000001376	2877.692085178924	-4.0248311690846856e-4	0.008178928553400846	0.4772584909484755	0.9999567909085414
ENSMUSG00000001380	2150.7166287384307	1.0247151789632343e-4	0.008185807834688972	0.8226498400205096	0.9999567909085414
ENSMUSG00000001383	3749.6077384910163	7.577146901214533e-5	0.008181756363876575	0.8850814684110655	0.9999567909085414
ENSMUSG00000001403	4.68741055365176	-3.72233900946579e-5	0.00819843994753733	0.47376789392803487	0.9999567909085414
ENSMUSG00000001415	2976.085519250304	-1.149719721274011e-4	0.008182232745026892	0.82395943097889	0.9999567909085414
ENSMUSG00000001416	4137.628078627147	-4.091051383494604e-6	0.008186318603634453	0.9927139436658334	0.9999567909085414
ENSMUSG00000001418	1287.789261091684	6.873482145718375e-5	0.008189293620860863	0.8601672074507619	0.9999567909085414
ENSMUSG00000001419	7516.088666119742	-4.910905631237761e-5	0.008173858427204741	0.9383163610688627	0.9999567909085414
ENSMUSG00000001420	70.27392638339974	2.2601308940147568e-4	0.008196360623088596	0.23853614447372107	0.9999567909085414
ENSMUSG00000001424	2202.7202759946167	3.270469332293713e-4	0.008183207564473905	0.5141308529765847	0.9999567909085414
ENSMUSG00000001435	2459.683935110683	-5.534006445441426e-4	0.008183373721525469	0.2670229080910321	0.9999567909085414
ENSMUSG00000001436	723.2956900232631	5.585939533196413e-5	0.00818766368862437	0.8949037044806227	0.9999567909085414
